fid,year,Year_kharif,id,cropland_rainfed,cropland_rainfed_herbaceous_cover,cropland_rainfed_tree_or_shrub_cover,cropland_irrigated,mosaic_cropland,mosaic_natural_vegetation,tree_broadleaved_evergreen_closed_to_open,tree_broadleaved_deciduous_closed_to_open,tree_broadleaved_deciduous_closed,tree_broadleaved_deciduous_open,tree_needleleaved_evergreen_closed_to_open,tree_needleleaved_evergreen_closed,tree_needleleaved_evergreen_open,tree_needleleaved_deciduous_closed_to_open,tree_needleleaved_deciduous_closed,tree_needleleaved_deciduous_open,tree_mixed,mosaic_tree_and_shrub,mosaic_herbaceous,shrubland,shrubland_evergreen,shrubland_deciduous,grassland,lichens_and_mosses,sparse_vegetation,sparse_tree,sparse_shrub,sparse_herbaceous,tree_cover_flooded_fresh_or_brakish_water,tree_cover_flooded_saline_water,shrub_or_herbaceous_cover_flooded,urban,bare_areas,bare_areas_consolidated,bare_areas_unconsolidated,water,snow_and_ice,Area_Hec_Rice,Prod_Ton_Rice,Yield_Rice,total_agr_Area_hect,rice_area_pct,LULC_rice_area_sqkm
181,2021,2021 - 2022,2,522,4,0,9252,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,82890.0,230300.0,5.55,520232.0,0.337654807,7.373274273725033
182,2010,2010 - 2011,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,80171.0,178127.0,4.29,391893.0,0.42230173000000004,20.912160856880636
182,2011,2011 - 2012,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,82163.0,186170.0,4.42,401754.0,0.438736626,23.42787700221044
182,2012,2012 - 2013,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,73920.0,170622.0,4.34,381107.0,0.39214846999999997,18.640661989369296
182,2013,2013 - 2014,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,81069.0,182481.0,4.43,370651.0,0.45392201499999996,22.98237483405415
182,2014,2014 - 2015,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,77876.0,204811.0,5.28,378707.0,0.41594946,19.775058703175702
182,2015,2015 - 2016,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,75038.0,186449.0,4.85,366377.0,0.41676974499999997,20.12393124744962
182,2016,2016 - 2017,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,80057.0,189760.0,4.59,375352.0,0.438578165,21.72313340593174
182,2017,2017 - 2018,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,73037.0,175070.0,4.65,363695.0,0.403542415,18.915123782194783
182,2018,2018 - 2019,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,81489.0,199309.0,4.93,371042.0,0.45471328899999996,22.80784193163388
182,2019,2019 - 2020,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,84937.0,222678.0,5.199999999999999,372704.0,0.46435379600000004,22.489230812144402
182,2020,2020 - 2021,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,81775.0,239132.0,5.79,423435.0,0.428225869,23.685131320402288
182,2021,2021 - 2022,2,282,22,26,9142,198,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,82890.0,230300.0,5.55,520232.0,0.337654807,17.53144831562972
183,2010,2010 - 2011,1,9,4,158,4745,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,24355.0,47127.0,1.94,107869.0,0.225783126,16.43511638153754
183,2011,2011 - 2012,1,9,4,158,4745,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,28429.0,57370.0,2.02,112334.0,0.253075649,18.42178296640354
183,2012,2012 - 2013,2,18,8,316,9490,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,58353.0,127176.0,4.23,270224.0,0.42757526,18.753812567082747
183,2013,2013 - 2014,2,18,8,316,9490,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,68260.0,151565.0,4.4,275055.0,0.49633858,22.56861343478
183,2014,2014 - 2015,2,18,8,316,9490,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,58194.0,138352.0,4.85,267677.0,0.433541758,19.531170579415786
183,2015,2015 - 2016,2,18,8,316,9490,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,57833.0,132030.0,4.56,265716.0,0.435173431,19.767904261936042
183,2016,2016 - 2017,2,18,8,316,9490,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,63818.0,138180.0,4.300000000000001,266239.0,0.478094631,21.49250425905057
183,2017,2017 - 2018,2,18,8,316,9490,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,59905.0,144885.0,4.720000000000001,268475.0,0.440202189,19.143670971004926
183,2018,2018 - 2019,2,18,8,316,9490,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,65234.0,165732.0,5.07,269053.0,0.486105786,22.279041315241653
183,2019,2019 - 2020,2,18,8,316,9490,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,66584.0,176487.0,5.27,270952.0,0.49057366,22.168803350261825
183,2020,2020 - 2021,2,18,8,316,9490,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,70602.0,204953.0,5.77,314287.0,0.464775355,22.418724343377107
183,2021,2021 - 2022,2,18,8,316,9490,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,66384.0,181424.0,5.48,474895.0,0.308467659,15.944541433825382
184,2010,2010 - 2011,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,2833.0,1856.0,0.66,242360.0,0.011689223,0.06866249590199983
184,2011,2011 - 2012,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1631.0,1132.0,0.69,238573.0,0.006836482,0.040157495267999894
184,2012,2012 - 2013,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1315.0,1427.0,1.09,221162.0,0.005945868,0.03492602863199991
184,2013,2013 - 2014,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1355.0,963.0,0.71,190130.0,0.007126703,0.04186225342199989
184,2014,2014 - 2015,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,962.0,750.0,0.78,238262.0,0.004037572,0.023716697927999936
184,2015,2015 - 2016,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1066.0,677.0,0.64,252198.0,0.004226838,0.024828446411999935
184,2016,2016 - 2017,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1240.0,802.0,0.65,223449.0,0.005549365,0.032596970009999914
184,2017,2017 - 2018,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,959.0,440.0,0.46,223095.0,0.004298617,0.025250076257999934
184,2018,2018 - 2019,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1255.0,934.0,0.74,232510.0,0.005397617,0.03170560225799992
184,2019,2019 - 2020,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1503.0,822.0,0.55,223876.0,0.006713538,0.0394353222119999
184,2020,2020 - 2021,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1400.0,1870.0,1.34,254754.0,0.005495498,0.032280555251999916
184,2021,2021 - 2022,1,166,0,0,1520,5,14,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,145,0,1355.0,694.0,0.51,457281.0,0.002963167,0.017405642957999956
185,2010,2010 - 2011,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,2833.0,1856.0,0.66,242360.0,0.011689223,0.0005546843924631544
185,2011,2011 - 2012,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,1631.0,1132.0,0.69,238573.0,0.006836482,0.00032440906164210316
185,2012,2012 - 2013,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,1315.0,1427.0,1.09,221162.0,0.005945868,0.00028214708362105085
185,2013,2013 - 2014,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,1355.0,963.0,0.71,190130.0,0.007126703,0.0003381808118315768
185,2014,2014 - 2015,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,962.0,750.0,0.78,238262.0,0.004037572,0.00019159341658947244
185,2015,2015 - 2016,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,1066.0,677.0,0.64,252198.0,0.004226838,0.00020057458635789347
185,2016,2016 - 2017,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,1240.0,802.0,0.65,223449.0,0.005549365,0.0002633319728421036
185,2017,2017 - 2018,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,959.0,440.0,0.46,223095.0,0.004298617,0.0002039806887999987
185,2018,2018 - 2019,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,1255.0,934.0,0.74,232510.0,0.005397617,0.00025613113090526156
185,2019,2019 - 2020,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,1503.0,822.0,0.55,223876.0,0.006713538,0.0003185750453052611
185,2020,2020 - 2021,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,1400.0,1870.0,1.34,254754.0,0.005495498,0.00026077584193684043
185,2021,2021 - 2022,1,6,1,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,440,0,1355.0,694.0,0.51,457281.0,0.002963167,0.00014061007195789385
186,2010,2010 - 2011,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2833.0,1856.0,0.66,242360.0,0.011689223,0.0007279309817684141
186,2011,2011 - 2012,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1631.0,1132.0,0.69,238573.0,0.006836482,0.00042573292117894325
186,2012,2012 - 2013,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1315.0,1427.0,1.09,221162.0,0.005945868,0.0003702711061894701
186,2013,2013 - 2014,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1355.0,963.0,0.71,190130.0,0.007126703,0.00044380605208420624
186,2014,2014 - 2015,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,962.0,750.0,0.78,238262.0,0.004037572,0.0002514344837052607
186,2015,2015 - 2016,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1066.0,677.0,0.64,252198.0,0.004226838,0.0002632207748210501
186,2016,2016 - 2017,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1240.0,802.0,0.65,223449.0,0.005549365,0.000345579403578944
186,2017,2017 - 2018,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,959.0,440.0,0.46,223095.0,0.004298617,0.00026769071759999744
186,2018,2018 - 2019,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1255.0,934.0,0.74,232510.0,0.005397617,0.00033612949654736524
186,2019,2019 - 2020,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1503.0,822.0,0.55,223876.0,0.006713538,0.00041807674534736437
186,2020,2020 - 2021,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1400.0,1870.0,1.34,254754.0,0.005495498,0.00034222490703157563
186,2021,2021 - 2022,1,38,0,0,50,14,106,0,19,0,0,0,0,0,0,0,0,0,31,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1355.0,694.0,0.51,457281.0,0.002963167,0.00018452732602105087
187,2010,2010 - 2011,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,237980.0,522371.0,4.33,314476.0,1.519186868,42.33097918155082
187,2011,2011 - 2012,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,252521.0,622599.0,4.88,332987.0,1.519646581,42.19443589298873
187,2012,2012 - 2013,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,248111.0,668293.0,5.300000000000001,330302.0,1.507854135,41.995612802061316
187,2013,2013 - 2014,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,258770.0,658777.0,5.04,338832.0,1.530069933,42.469569513886974
187,2014,2014 - 2015,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,253562.0,549456.0,4.359999999999999,329838.0,1.545332933,43.16189367306221
187,2015,2015 - 2016,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,271162.0,492800.0,3.63,348871.0,1.566032689,44.19416622456656
187,2016,2016 - 2017,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,265487.0,677006.0,4.949999999999999,340690.0,1.55802839,43.116731707410814
187,2017,2017 - 2018,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,263475.0,686360.0,5.1,330526.0,1.5890270800000001,43.79443961584589
187,2018,2018 - 2019,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,252337.0,733680.0,5.6899999999999995,324026.0,1.55673255,43.065884530124514
187,2019,2019 - 2020,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,249274.0,724781.0,5.68,329520.0,1.5131925769999999,41.90425270269173
187,2020,2020 - 2021,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,255351.0,752317.0,5.77,330647.0,1.5462190690000002,42.87653201105761
187,2021,2021 - 2022,2,428,0,0,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,18,0,0,0,6,0,253270.0,710329.0,5.51,639202.0,0.793761586,22.03064932595884
188,2010,2010 - 2011,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,141316.0,328560.0,2.33,189498.0,0.745738741,28.55375476034629
188,2011,2011 - 2012,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,155232.0,397083.0,2.56,205983.0,0.75361559,28.85535316507538
188,2012,2012 - 2013,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,148937.0,427300.0,2.87,200946.0,0.741179222,28.37917433399408
188,2013,2013 - 2014,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,159525.0,420986.0,2.64,210035.0,0.759516271,29.08128563837977
188,2014,2014 - 2015,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,149419.0,313780.0,2.1,198345.0,0.753328796,28.844372046497902
188,2015,2015 - 2016,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,146462.0,268465.0,1.83,197880.0,0.74015565,28.339982560440298
188,2016,2016 - 2017,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,166477.0,459976.0,2.76,213433.0,0.779996533,29.86545889695484
188,2017,2017 - 2018,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,167118.0,458572.0,2.74,207666.0,0.804744156,30.81302607992825
188,2018,2018 - 2019,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,154505.0,482056.0,3.12,198054.0,0.780115524,29.870014969538826
188,2019,2019 - 2020,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,154773.0,483047.0,3.12,204699.0,0.756100421,28.95049540604272
188,2020,2020 - 2021,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,157847.0,496271.0,3.14,205090.0,0.769647472,29.46920142292633
188,2021,2021 - 2022,1,551,2,0,3924,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,21,0,0,0,0,0,0,383,33,0,0,160,0,155439.0,463208.0,2.98,394421.0,0.394094128,15.089556790780325
189,2010,2010 - 2011,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,141316.0,328560.0,2.33,189498.0,0.745738741,27.015020261990756
189,2011,2011 - 2012,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,155232.0,397083.0,2.56,205983.0,0.75361559,27.30036581752713
189,2012,2012 - 2013,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,148937.0,427300.0,2.87,200946.0,0.741179222,26.849847807620527
189,2013,2013 - 2014,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,159525.0,420986.0,2.64,210035.0,0.759516271,27.51412300621869
189,2014,2014 - 2015,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,149419.0,313780.0,2.1,198345.0,0.753328796,27.289976460913273
189,2015,2015 - 2016,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,146462.0,268465.0,1.83,197880.0,0.74015565,26.812768041209942
189,2016,2016 - 2017,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,166477.0,459976.0,2.76,213433.0,0.779996533,28.256037918884974
189,2017,2017 - 2018,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,167118.0,458572.0,2.74,207666.0,0.804744156,29.152541613844694
189,2018,2018 - 2019,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,154505.0,482056.0,3.12,198054.0,0.780115524,28.260348469080718
189,2019,2019 - 2020,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,154773.0,483047.0,3.12,204699.0,0.756100421,27.390380934245627
189,2020,2020 - 2021,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,157847.0,496271.0,3.14,205090.0,0.769647472,27.881134380639562
189,2021,2021 - 2022,1,726,0,0,3501,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,366,57,0,0,404,0,155439.0,463208.0,2.98,394421.0,0.394094128,14.276395026460852
190,2010,2010 - 2011,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,141316.0,328560.0,2.33,189498.0,0.745738741,28.344511497383486
190,2011,2011 - 2012,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,155232.0,397083.0,2.56,205983.0,0.75361559,28.643899774763664
190,2012,2012 - 2013,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,148937.0,427300.0,2.87,200946.0,0.741179222,28.17121040463787
190,2013,2013 - 2014,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,159525.0,420986.0,2.64,210035.0,0.759516271,28.868176604236965
190,2014,2014 - 2015,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,149419.0,313780.0,2.1,198345.0,0.753328796,28.632999126341563
190,2015,2015 - 2016,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,146462.0,268465.0,1.83,197880.0,0.74015565,28.13230583025101
190,2016,2016 - 2017,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,166477.0,459976.0,2.76,213433.0,0.779996533,29.646603404150834
190,2017,2017 - 2018,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,167118.0,458572.0,2.74,207666.0,0.804744156,30.5872267700709
190,2018,2018 - 2019,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,154505.0,482056.0,3.12,198054.0,0.780115524,29.651126089619822
190,2019,2019 - 2020,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,154773.0,483047.0,3.12,204699.0,0.756100421,28.738344808897345
190,2020,2020 - 2021,1,822,0,0,3565,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,111,0,157847.0,496271.0,3.14,205090.0,0.769647472,29.253249723600096
